# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
117223,200000001,1
111512,200000001,1
111754,200000001,1
123864,200000001,1
112603,200000001,1
109832,200000001,1
111093,200000001,1
122254,200000001,1
116563,200000001,1
110244,200000001,1
194046,200000001,1
123494,200000001,1
113613,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
138101404,400000001,1
140554,400000001,1
194856,400000001,1
115204,400000001,1
122953,400000001,1
112774,400000001,1
113534,400000001,1
112983,400000001,1
190375,400000001,1
114243,400000001,1
113653,400000001,1
114403,400000001,1
126304,400000001,1
116853,400000001,1
112183,400000001,1
112804,400000001,1
200246,400000001,1
115294,400000001,1
114943,400000001,1
112123,400000001,1
123785,400000001,1
115633,400000001,1
113642,400000001,1
109194,400000001,1
129454,400000001,1
120554,400000001,1
187615,400000001,1
117453,400000001,1
123364,400000001,1
115193,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
137983692,600000001,1
142843,600000001,1
191326,600000001,1
117103,600000001,1
123744,600000001,1
117653,600000001,1
200976,600000001,1
113103,600000001,1
124333,600000001,1
117654,600000001,1
115133,600000001,1
197466,600000001,1
123325,600000001,1
117334,600000001,1
114143,600000001,1
115004,600000001,1
123234,600000001,1
117943,600000001,1
197615,600000001,1
115834,600000001,1
128435,600000001,1
118123,600000001,1
115084,600000001,1
116794,600000001,1
122634,600000001,1
115693,600000001,1
195676,600000001,1
112423,600000001,1
125313,600000001,1
120813,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
128049498,800000001,1
140485,800000001,1
195117,800000001,1
116023,800000001,1
124243,800000001,1
117543,800000001,1
196916,800000001,1
112412,800000001,1
124984,800000001,1
118933,800000001,1
116824,800000001,1
190375,800000001,1
125753,800000001,1
113973,800000001,1
117482,800000001,1
111964,800000001,1
127693,800000001,1
118783,800000001,1
194846,800000001,1
114354,800000001,1
126254,800000001,1
116264,800000001,1
122714,800000001,1
113324,800000001,1
124733,800000001,1
114674,800000001,1
198246,800000001,1
114493,800000001,1
128804,800000001,1
114884,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
131435271,1000000001,1
340121,1000000001,1
123504,1000000001,1
192486,1000000001,1
126983,1000000001,1
118733,1000000001,1
190815,1000000001,1
115083,1000000001,1
126743,1000000001,1
194335,1000000001,1
119204,1000000001,1
119983,1000000001,1
125274,1000000001,1
187806,1000000001,1
114304,1000000001,1
121204,1000000001,1
126854,1000000001,1
118533,1000000001,1
114774,1000000001,1
188076,1000000001,1
124225,1000000001,1
116214,1000000001,1
111384,1000000001,1
118943,1000000001,1
120723,1000000001,1
117803,1000000001,1
115634,1000000001,1
192266,1000000001,1
125003,1000000001,1
126934,1000000001,1
